0,1,2,3
610.0,630.0,1130.6909981658707,5.0
318.0,683.0,1145.966986144598,3.0
8.0,642.0,1147.0681467695513,3.0
604.0,678.0,1171.5683932233746,4.0
272.0,686.0,1176.030994489516,5.0
495.0,691.0,1182.253497915457,4.0
233.0,387.0,1188.136355811066,2.0
249.0,703.0,1190.291910975343,4.0
593.0,675.0,1194.944772824673,11.0
600.0,662.0,1198.5826351709477,6.0
57.0,310.0,1236.0016181219182,2.0
365.0,585.0,1261.5261920916796,3.0
73.0,326.0,1296.013888814468,2.0
427.0,690.0,1296.142031826245,4.0
97.0,700.0,1323.2575964893103,4.0
348.0,514.0,1330.436018754754,3.0
179.0,237.0,1332.360686901261,2.0
77.0,561.0,1368.0176655779462,3.0
438.0,564.0,1372.5615954605948,3.0
138.0,679.0,1395.4946554298706,4.0
183.0,210.0,1404.1153798744604,2.0
23.0,692.0,1475.949920107951,4.0
629.0,709.0,1535.0367220673377,7.0
571.0,641.0,1552.4979441746991,5.0
424.0,674.0,1617.3942005584165,3.0
15.0,128.0,1620.9333730909484,2.0
197.0,736.0,1660.799205202122,4.0
247.0,716.0,1663.7116136318014,3.0
664.0,722.0,1674.362216885383,10.0
336.0,612.0,1704.3662556309114,3.0
631.0,635.0,1729.0490642739628,5.0
405.0,650.0,1729.4802687512797,4.0
333.0,399.0,1735.955068542962,2.0
458.0,668.0,1759.4738323335946,4.0
469.0,714.0,1809.2164049665257,4.0
340.0,717.0,1810.2458396582492,4.0
1.0,708.0,1821.561116185784,5.0
267.0,660.0,1851.7761743796143,3.0
659.0,693.0,1855.730583894117,10.0
666.0,707.0,1879.097351693854,7.0
155.0,689.0,1895.912489190012,4.0
411.0,698.0,1896.1724605109102,4.0
648.0,727.0,1919.7834029613114,10.0
105.0,288.0,1921.0999453438126,2.0
368.0,386.0,2006.8014351200768,2.0
40.0,219.0,2052.164710738395,2.0
234.0,601.0,2078.481496990852,3.0
212.0,637.0,2078.6285542796404,4.0
425.0,723.0,2185.4036649029917,8.0
607.0,687.0,2203.2721877546887,6.0
671.0,752.0,2220.0462707890665,9.0
554.0,741.0,2225.638897036085,4.0
56.0,531.0,2245.7714339026875,3.0
471.0,776.0,2280.9450892119257,5.0
643.0,743.0,2431.545914296774,8.0
349.0,767.0,2489.0299315195066,4.0
733.0,760.0,2489.0707770839567,6.0
626.0,663.0,2498.3118300164215,4.0
621.0,726.0,2508.381682811981,6.0
676.0,756.0,2511.6884522074747,7.0
290.0,761.0,2588.6900483964214,4.0
74.0,407.0,2701.6707793511778,2.0
142.0,667.0,2702.843502683794,3.0
568.0,750.0,2704.270234277632,6.0
245.0,784.0,2722.0466564700905,5.0
173.0,595.0,2723.551602840184,3.0
214.0,747.0,2770.594208228023,6.0
673.0,740.0,2816.120795231152,6.0
706.0,738.0,2889.441748685655,7.0
696.0,725.0,2893.0991456683037,8.0
55.0,406.0,2916.024691253488,2.0
718.0,737.0,2927.4754482318035,4.0
25.0,189.0,2952.298765369115,2.0
185.0,460.0,2952.7602340860662,2.0
644.0,651.0,2978.339134484184,4.0
704.0,754.0,3055.2292658107785,5.0
204.0,343.0,3132.003991057483,2.0
46.0,165.0,3168.0,2.0
657.0,697.0,3199.0795551220663,6.0
688.0,699.0,3209.0428998898306,5.0
350.0,764.0,3236.947589937162,5.0
632.0,791.0,3279.3424417099222,10.0
284.0,482.0,3349.2094589619205,2.0
728.0,729.0,3374.3224540357023,7.0
731.0,748.0,3436.4739616195097,9.0
665.0,809.0,3502.550546863433,8.0
315.0,428.0,3565.8872668664108,2.0
656.0,793.0,3568.529131395198,11.0
541.0,777.0,3588.0640152842557,9.0
702.0,751.0,3646.8422110260285,15.0
734.0,755.0,3790.118731649445,4.0
746.0,766.0,3800.7141098015304,9.0
487.0,521.0,3867.4770846121373,3.0
735.0,773.0,3912.8952963247043,10.0
530.0,794.0,4047.1876861181836,6.0
225.0,261.0,4068.133847355566,2.0
86.0,364.0,4107.602707176048,2.0
705.0,715.0,4256.6913207325715,10.0
719.0,721.0,4307.9710305432645,5.0
749.0,792.0,4438.163593574862,8.0
306.0,712.0,4490.24542759079,3.0
713.0,739.0,4531.310663961734,6.0
711.0,778.0,4573.110101451745,6.0
730.0,745.0,4625.900908651921,8.0
228.0,742.0,4719.634449121387,3.0
744.0,786.0,4796.391317091076,5.0
72.0,798.0,4918.064050009923,5.0
661.0,797.0,4962.917723812609,12.0
774.0,800.0,4973.832425806081,8.0
485.0,775.0,5487.157491209208,3.0
765.0,779.0,5656.224788841473,12.0
781.0,812.0,5871.845782110501,18.0
695.0,732.0,5899.532207443795,5.0
9.0,488.0,6157.7548668325535,2.0
759.0,783.0,6167.9174362178355,6.0
457.0,795.0,6172.895808829651,4.0
126.0,819.0,6339.606954167847,3.0
305.0,638.0,6506.035992317698,3.0
83.0,807.0,6543.868478710942,6.0
710.0,821.0,6554.11321232705,8.0
529.0,816.0,6772.235413805401,4.0
533.0,813.0,6776.174043416142,5.0
762.0,811.0,6805.662821618364,11.0
758.0,805.0,6859.236983805122,6.0
653.0,837.0,6872.550690973475,9.0
771.0,785.0,7254.328473401242,20.0
770.0,810.0,7528.00620645629,9.0
772.0,836.0,7545.855471034652,13.0
615.0,787.0,7631.326455254464,5.0
763.0,768.0,7637.001014796318,4.0
63.0,329.0,7992.042292180391,2.0
782.0,834.0,8124.462486737981,16.0
220.0,222.0,8280.069806469026,2.0
209.0,534.0,8397.535848886466,3.0
560.0,799.0,8490.675611123848,8.0
474.0,701.0,8583.723760699666,5.0
788.0,820.0,8731.998740265599,4.0
694.0,827.0,8990.947360787095,12.0
789.0,841.0,9179.389087334008,8.0
769.0,824.0,9812.084552078772,14.0
817.0,845.0,9892.287238045608,10.0
790.0,849.0,9994.187210573955,9.0
808.0,848.0,9996.952456457251,8.0
753.0,831.0,10105.674573518512,11.0
0.0,420.0,10260.002387913952,2.0
283.0,519.0,10309.575112486451,3.0
259.0,486.0,10368.145880532353,2.0
806.0,826.0,10534.134957209504,13.0
677.0,825.0,10538.819691976896,4.0
724.0,804.0,10844.210344695459,4.0
823.0,830.0,11133.836402034689,16.0
822.0,865.0,11747.333022764244,16.0
818.0,838.0,11965.356747114323,7.0
832.0,833.0,12019.03175829973,19.0
842.0,862.0,12265.479123336356,16.0
757.0,867.0,12528.24068930793,13.0
840.0,844.0,12626.008717458311,16.0
293.0,320.0,12636.167179964026,2.0
720.0,866.0,13211.123722076029,10.0
814.0,847.0,13237.385327530652,7.0
257.0,780.0,13242.17353760326,4.0
839.0,856.0,13822.548118925106,4.0
278.0,835.0,14241.36627925846,4.0
801.0,868.0,14253.636042814676,26.0
356.0,373.0,14904.097825765906,2.0
685.0,863.0,15364.944219910212,7.0
796.0,869.0,15507.566710152862,14.0
802.0,828.0,15729.441247303761,15.0
855.0,886.0,15959.956168842182,16.0
216.0,439.0,16128.115357970379,2.0
580.0,879.0,16328.63833882054,6.0
182.0,462.0,17676.570368711233,2.0
803.0,885.0,18183.071048368038,12.0
853.0,874.0,18290.536923567357,28.0
850.0,851.0,18815.47027492714,20.0
282.0,876.0,19429.55089976777,4.0
377.0,873.0,20077.933260173966,3.0
860.0,861.0,22200.000360360355,9.0
846.0,890.0,22727.7797671434,21.0
857.0,895.0,22770.15542375541,13.0
870.0,871.0,24488.70742356409,18.0
829.0,887.0,25812.230211665166,4.0
843.0,852.0,26313.616880492376,6.0
872.0,905.0,26730.472891439837,8.0
893.0,896.0,27299.451183348545,35.0
859.0,891.0,29907.7102246386,7.0
854.0,899.0,29954.962274651865,34.0
880.0,894.0,30105.879545305244,28.0
877.0,883.0,32499.017499337144,18.0
260.0,875.0,33588.0439045404,3.0
881.0,901.0,36139.431421540394,18.0
858.0,902.0,36238.84953450393,11.0
882.0,898.0,36329.926235812156,27.0
864.0,888.0,37036.566512029705,8.0
815.0,904.0,38344.346391178275,6.0
516.0,918.0,41239.78996268854,6.0
199.0,319.0,42552.00988202555,2.0
281.0,347.0,42768.00378787862,2.0
892.0,913.0,43077.30827245361,10.0
426.0,912.0,46557.574711318455,3.0
59.0,914.0,46661.5495670686,3.0
256.0,924.0,47403.82683391711,5.0
910.0,923.0,48470.26678190549,33.0
906.0,921.0,48672.773092968324,47.0
884.0,911.0,49703.99612108668,25.0
897.0,929.0,57768.92463946593,50.0
889.0,932.0,59581.97774551183,5.0
71.0,279.0,60048.053290677126,2.0
909.0,915.0,60942.79174622849,26.0
908.0,934.0,62632.73363117721,18.0
144.0,919.0,64989.882212541364,4.0
922.0,931.0,71166.22530535127,31.0
917.0,927.0,73925.90826450809,55.0
903.0,936.0,83294.33178994434,12.0
900.0,938.0,86869.4477266509,8.0
221.0,907.0,89415.39632524144,3.0
925.0,937.0,91106.37374062622,12.0
916.0,946.0,92652.18546308586,75.0
920.0,928.0,95003.3563468192,16.0
61.0,943.0,96632.3720991056,4.0
878.0,953.0,111663.99663454643,9.0
935.0,945.0,119806.65851306004,60.0
933.0,947.0,134221.31220907386,43.0
162.0,942.0,134506.4249227523,4.0
939.0,940.0,151054.97903909025,4.0
926.0,956.0,155205.94782503237,20.0
930.0,955.0,157137.02132283786,83.0
137.0,413.0,161568.03951586466,2.0
941.0,959.0,181481.33065702784,22.0
948.0,960.0,212890.5640306618,125.0
952.0,954.0,218191.50753135316,49.0
944.0,949.0,228760.48724025747,10.0
524.0,966.0,255384.00865804026,8.0
951.0,964.0,272677.89450053277,86.0
223.0,970.0,305409.0599316486,3.0
961.0,971.0,359566.8701538159,38.0
965.0,973.0,454523.4384264568,92.0
963.0,968.0,474172.11245312815,29.0
962.0,967.0,530154.0078099947,8.0
957.0,974.0,543603.3529131531,18.0
969.0,972.0,552934.5387240625,208.0
118.0,977.0,578559.6793146465,4.0
85.0,317.0,736200.0007851127,2.0
976.0,983.0,1030483.7205775524,294.0
975.0,982.0,1087995.6256048712,26.0
978.0,980.0,1113769.582958051,67.0
121.0,985.0,1779495.1451783546,3.0
950.0,981.0,1815988.6197645622,10.0
958.0,984.0,1993805.4340377778,7.0
979.0,986.0,2165919.8036969895,386.0
987.0,990.0,3164093.1042511673,36.0
988.0,992.0,4146102.4260876854,453.0
989.0,991.0,4868321.625807472,10.0
993.0,994.0,9466313.188152047,489.0
995.0,996.0,22982933.703495678,499.0
269.0,997.0,42670245.37173146,500.0
